traj #,traj frame,x,y,z,intensity,area,frame1
1,0,64.0,68.0,22.0,631883.75,181.0,64.0
2,0,65.0,60.0,23.0,631479.9,181.0,65.0
3,0,66.0,58.0,19.0,631297.9,181.0,66.0
4,0,61.0,65.0,21.0,630967.94,181.0,61.0
5,0,57.0,62.0,22.0,630951.1,181.0,57.0
6,0,62.0,64.0,17.0,630950.75,181.0,62.0
7,0,57.0,62.0,16.0,630782.56,181.0,57.0
8,0,73.0,59.0,16.0,630493.56,181.0,73.0
9,0,57.0,59.0,20.0,630360.5,181.0,57.0
10,0,62.0,63.0,26.0,630349.6,181.0,62.0
11,0,65.0,65.0,13.0,630304.7,181.0,65.0
12,0,66.0,65.0,25.0,630290.4,181.0,66.0
13,0,68.0,60.0,13.0,630220.2,181.0,68.0
14,0,61.0,61.0,20.0,630140.8,181.0,61.0
15,0,62.0,61.0,11.0,630087.7,181.0,62.0
16,0,69.0,61.0,27.0,630024.06,181.0,69.0
17,0,67.0,65.0,18.0,630017.94,181.0,67.0
18,0,59.0,60.0,25.0,630002.6,181.0,59.0
19,0,60.0,68.0,16.0,629869.25,181.0,60.0
20,0,71.0,66.0,25.0,629717.3,181.0,71.0
21,0,66.0,70.0,16.0,629703.1,181.0,66.0
22,0,65.0,53.0,17.0,629700.6,181.0,65.0
23,0,62.0,58.0,18.0,629616.8,181.0,62.0
24,0,67.0,71.0,23.0,629516.9,181.0,67.0
25,0,69.0,61.0,21.0,629466.5,181.0,69.0
26,0,59.0,77.0,17.0,629304.06,181.0,59.0
27,0,70.0,56.0,26.0,629129.75,181.0,70.0
28,0,65.0,66.0,29.0,628893.25,181.0,65.0
29,0,55.0,65.0,19.0,628815.4,181.0,55.0
30,0,63.0,71.0,19.0,628795.1,181.0,63.0
31,0,60.0,74.0,22.0,628663.3,181.0,60.0
32,0,63.0,74.0,25.0,628614.6,181.0,63.0
33,0,57.0,67.0,10.0,628582.94,181.0,57.0
34,0,68.0,70.0,12.0,628536.44,181.0,68.0
35,0,73.0,70.0,14.0,628453.94,181.0,73.0
36,0,57.0,69.0,26.0,628448.94,181.0,57.0
37,0,70.0,68.0,20.0,628274.2,181.0,70.0
38,0,58.0,56.0,25.0,628249.06,181.0,58.0
39,0,69.0,55.0,22.0,628213.4,181.0,69.0
40,0,65.0,61.0,17.0,628182.94,181.0,65.0
41,0,74.0,63.0,23.0,628140.2,181.0,74.0
42,0,61.0,68.0,28.0,628136.06,181.0,61.0
43,0,67.0,65.0,22.0,627989.0,181.0,67.0
44,0,60.0,67.0,24.0,627988.7,181.0,60.0
45,0,71.0,64.0,11.0,627963.5,181.0,71.0
46,0,61.0,61.0,14.0,627889.5,181.0,61.0
47,0,62.0,56.0,21.0,627880.3,181.0,62.0
48,0,65.0,76.0,19.0,627867.56,181.0,65.0
49,0,72.0,65.0,17.0,627853.4,181.0,72.0
50,0,69.0,67.0,30.0,627803.5,181.0,69.0
51,0,69.0,63.0,32.0,627716.7,181.0,69.0
52,0,64.0,68.0,9.0,627697.2,181.0,64.0
53,0,63.0,62.0,29.0,627643.4,181.0,63.0
54,0,55.0,65.0,27.0,627484.44,181.0,55.0
55,0,62.0,70.0,13.0,627450.06,181.0,62.0
56,0,65.0,60.0,27.0,627355.75,181.0,65.0
57,0,69.0,71.0,18.0,627355.44,181.0,69.0
58,0,60.0,65.0,14.0,627344.56,181.0,60.0
59,0,64.0,56.0,27.0,627265.9,181.0,64.0
60,0,59.0,65.0,30.0,627265.0,181.0,59.0
61,0,57.0,73.0,24.0,627229.5,181.0,57.0
62,0,75.0,63.0,19.0,627061.1,181.0,75.0
63,0,53.0,59.0,19.0,627056.8,181.0,53.0
64,0,68.0,65.0,8.0,627032.75,181.0,68.0
65,0,64.0,73.0,28.0,627031.5,181.0,64.0
66,0,75.0,56.0,14.0,627007.56,181.0,75.0
67,0,67.0,61.0,10.0,626998.7,181.0,67.0
68,0,62.0,55.0,24.0,626963.56,181.0,62.0
69,0,58.0,60.0,12.0,626949.3,181.0,58.0
70,0,69.0,71.0,9.0,626948.94,181.0,69.0
71,0,60.0,68.0,19.0,626925.0,181.0,60.0
72,0,63.0,59.0,31.0,626874.94,181.0,63.0
73,0,64.0,56.0,12.0,626862.8,181.0,64.0
74,0,73.0,59.0,21.0,626802.75,181.0,73.0
75,0,72.0,61.0,25.0,626782.6,181.0,72.0
76,0,59.0,57.0,16.0,626772.75,181.0,59.0
77,0,73.0,71.0,24.0,626769.0,181.0,73.0
78,0,62.0,64.0,8.0,626702.9,181.0,62.0
79,0,65.0,69.0,26.0,626635.1,181.0,65.0
80,0,65.0,53.0,30.0,626598.0,181.0,65.0
81,0,72.0,53.0,20.0,626567.1,181.0,72.0
82,0,63.0,66.0,32.0,626513.75,181.0,63.0
83,0,53.0,63.0,17.0,626505.06,181.0,53.0
84,0,72.0,64.0,14.0,626464.94,181.0,72.0
85,0,59.0,53.0,20.0,626458.94,181.0,59.0
86,0,53.0,64.0,14.0,626434.7,181.0,53.0
87,0,61.0,51.0,27.0,626432.3,181.0,61.0
88,0,51.0,70.0,13.0,626404.75,181.0,51.0
89,0,52.0,71.0,23.0,626391.6,181.0,52.0
90,0,70.0,58.0,18.0,626375.94,181.0,70.0
91,0,67.0,63.0,15.0,626358.6,181.0,67.0
92,0,53.0,71.0,19.0,626301.2,181.0,53.0
93,0,58.0,63.0,10.0,626289.9,181.0,58.0
94,0,56.0,69.0,22.0,626202.94,181.0,56.0
95,0,67.0,52.0,14.0,626196.5,181.0,67.0
96,0,53.0,58.0,22.0,626158.06,181.0,53.0
97,0,69.0,70.0,26.0,626073.0,181.0,69.0
98,0,69.0,52.0,24.0,626043.25,181.0,69.0
99,0,54.0,58.0,25.0,625996.6,181.0,54.0
100,0,77.0,65.0,16.0,625975.2,181.0,77.0
101,0,74.0,69.0,18.0,625942.56,181.0,74.0
102,0,60.0,50.0,15.0,625928.7,181.0,60.0
103,0,56.0,60.0,27.0,625919.7,181.0,56.0
104,0,73.0,68.0,22.0,625904.2,181.0,73.0
105,0,78.0,60.0,24.0,625886.6,181.0,78.0
106,0,74.0,55.0,27.0,625880.25,181.0,74.0
107,0,56.0,67.0,14.0,625871.25,181.0,56.0
108,0,59.0,51.0,24.0,625852.4,181.0,59.0
109,0,68.0,59.0,31.0,625849.94,181.0,68.0
110,0,58.0,58.0,29.0,625781.8,181.0,58.0
111,0,79.0,61.0,21.0,625761.9,181.0,79.0
112,0,71.0,76.0,21.0,625694.44,181.0,71.0
113,0,63.0,51.0,23.0,625645.6,181.0,63.0
114,0,76.0,65.0,26.0,625643.94,181.0,76.0
115,0,65.0,53.0,20.0,625639.4,181.0,65.0
116,0,78.0,64.0,29.0,625550.8,181.0,78.0
117,0,56.0,66.0,24.0,625544.06,181.0,56.0
118,0,69.0,75.0,14.0,625541.0,181.0,69.0
119,0,60.0,74.0,28.0,625525.2,181.0,60.0
120,0,59.0,55.0,31.0,625495.4,181.0,59.0
121,0,56.0,69.0,30.0,625494.56,181.0,56.0
122,0,57.0,73.0,17.0,625446.44,181.0,57.0
123,0,56.0,57.0,14.0,625442.3,181.0,56.0
124,0,76.0,67.0,13.0,625407.2,181.0,76.0
125,0,49.0,64.0,17.0,625399.9,181.0,49.0
126,0,72.0,59.0,9.0,625334.94,181.0,72.0
127,0,70.0,77.0,25.0,625315.2,181.0,70.0
128,0,53.0,63.0,24.0,625277.25,181.0,53.0
129,0,65.0,62.0,20.0,625252.1,181.0,65.0
130,0,53.0,66.0,9.0,625239.0,181.0,53.0
131,0,75.0,63.0,12.0,625173.7,181.0,75.0
132,0,77.0,71.0,25.0,625170.3,181.0,77.0
133,0,78.0,68.0,22.0,625146.5,181.0,78.0
134,0,58.0,53.0,17.0,625111.94,181.0,58.0
135,0,51.0,70.0,26.0,625098.25,181.0,51.0
136,0,72.0,57.0,12.0,625091.94,181.0,72.0
137,0,77.0,59.0,29.0,625034.1,181.0,77.0
138,0,65.0,72.0,10.0,624986.9,181.0,65.0
139,0,62.0,66.0,11.0,624978.75,181.0,62.0
140,0,66.0,77.0,24.0,624959.56,181.0,66.0
141,0,56.0,74.0,21.0,624929.06,181.0,56.0
142,0,61.0,68.0,35.0,624912.56,181.0,61.0
143,0,76.0,73.0,22.0,624887.94,181.0,76.0
144,0,57.0,78.0,14.0,624883.06,181.0,57.0
145,0,74.0,67.0,29.0,624871.3,181.0,74.0
146,0,61.0,54.0,14.0,624841.4,181.0,61.0
147,0,61.0,78.0,24.0,624749.75,181.0,61.0
148,0,57.0,71.0,14.0,624666.4,181.0,57.0
149,0,68.0,56.0,10.0,624657.44,181.0,68.0
150,0,71.0,75.0,18.0,624623.8,181.0,71.0
151,0,69.0,54.0,18.0,624617.56,181.0,69.0
152,0,73.0,53.0,24.0,624609.5,181.0,73.0
153,0,66.0,59.0,7.0,624605.75,181.0,66.0
154,0,51.0,67.0,20.0,624600.0,181.0,51.0
155,0,73.0,68.0,11.0,624599.5,181.0,73.0
156,0,56.0,69.0,17.0,624566.1,181.0,56.0
157,0,64.0,64.0,5.0,624482.75,181.0,64.0
158,0,74.0,74.0,13.0,624457.2,181.0,74.0
