0.0	0.0
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0049024625
5.0	0.010314272
6.0	0.008727461
7.0	0.00798401
8.0	0.008527813
9.0	0.008293639
10.0	0.009004522
11.0	0.009317723
12.0	0.011597825
13.0	0.0077038687
14.0	0.008476671
15.0	0.008946429
16.0	0.007831206
17.0	0.009364704
18.0	0.0080067245
19.0	0.010990134
20.0	0.010761502
21.0	0.006449751
22.0	0.010365206
23.0	0.010192353
24.0	0.007718162
25.0	0.008898587
26.0	0.008681719
27.0	0.0074491957
28.0	0.01072644
29.0	0.007798832
30.0	0.009506414
31.0	0.008904472
32.0	0.008339574
33.0	0.009313633
34.0	0.008495571
35.0	0.0111859
36.0	0.008461785
37.0	0.008656347
38.0	0.009331959
39.0	0.009175494
40.0	0.00918239
41.0	0.009416778
42.0	0.00682225
43.0	0.008114421
44.0	0.01083578
45.0	0.008381133
46.0	0.009759741
47.0	0.008957131
48.0	0.009942107
49.0	0.008658894
50.0	0.008861876
51.0	0.008812193
52.0	0.009844945
53.0	0.0088951215
54.0	0.008847563
55.0	0.008233865
56.0	0.009426858
57.0	0.008714812
58.0	0.008673587
59.0	0.006726908
60.0	0.0030734444
61.0	9.224145E-4
62.0	2.5212663E-4
63.0	1.4889368E-4
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
101.0	0.0
102.0	0.0
103.0	0.0
104.0	0.0
