0.0	0.0
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0035725017
5.0	0.00993805
6.0	0.0029679243
7.0	0.007716603
8.0	0.010213152
9.0	0.008799635
10.0	0.007961575
11.0	0.010065135
12.0	0.008231044
13.0	0.011193838
14.0	0.008869659
15.0	0.0072602453
16.0	0.008574004
17.0	0.008267789
18.0	0.009037464
19.0	0.01022285
20.0	0.008783125
21.0	0.007028689
22.0	0.009145604
23.0	0.009714164
24.0	0.009317667
25.0	0.010843593
26.0	0.008735778
27.0	0.008418112
28.0	0.008348372
29.0	0.008283359
30.0	0.00822261
31.0	0.009594718
32.0	0.010288805
33.0	0.0074862572
34.0	0.0094127655
35.0	0.008241912
36.0	0.008368463
37.0	0.0088312235
38.0	0.0106896665
39.0	0.008709668
40.0	0.0082564475
41.0	0.009064685
42.0	0.008473133
43.0	0.0074652964
44.0	0.011126937
45.0	0.00812646
46.0	0.00878144
47.0	0.008055051
48.0	0.008220436
49.0	0.00922355
50.0	0.009040905
51.0	0.009552106
52.0	0.008696489
53.0	0.009796
54.0	0.008613334
55.0	0.008168477
56.0	0.009218951
57.0	0.008779034
58.0	0.0088488115
59.0	0.0065926164
60.0	0.002444654
61.0	6.796467E-4
62.0	5.1444025E-5
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
