traj #,traj frame,x,y,z,intensity,area,frame1
198,0,71.0,53.0,18.0,623736.0,181.0,71.0
199,0,63.0,78.0,20.0,623701.44,181.0,63.0
200,0,52.0,56.0,14.0,623668.75,181.0,52.0
201,0,66.0,52.0,11.0,623660.56,181.0,66.0
202,0,55.0,50.0,14.0,623636.75,181.0,55.0
203,0,70.0,48.0,21.0,623629.1,181.0,70.0
204,0,65.0,51.0,32.0,623618.75,181.0,65.0
205,0,71.0,57.0,25.0,623609.25,181.0,71.0
206,0,79.0,66.0,25.0,623561.9,181.0,79.0
207,0,53.0,77.0,24.0,623557.56,181.0,53.0
208,0,57.0,57.0,5.0,623543.75,181.0,57.0
209,0,59.0,77.0,21.0,623527.2,181.0,59.0
210,0,68.0,50.0,15.0,623496.06,181.0,68.0
211,0,60.0,77.0,24.0,623436.1,181.0,60.0
212,0,50.0,72.0,24.0,623405.2,181.0,50.0
213,0,48.0,62.0,30.0,623362.3,181.0,48.0
214,0,63.0,50.0,27.0,623338.75,181.0,63.0
215,0,65.0,69.0,6.0,623321.06,181.0,65.0
216,0,69.0,60.0,11.0,623314.06,181.0,69.0
217,0,78.0,59.0,15.0,623313.5,181.0,78.0
218,0,77.0,52.0,23.0,623312.0,181.0,77.0
219,0,59.0,70.0,32.0,623287.6,181.0,59.0
220,0,76.0,69.0,27.0,623250.25,181.0,76.0
221,0,68.0,74.0,13.0,623250.2,181.0,68.0
222,0,79.0,60.0,25.0,623230.0,181.0,79.0
223,0,72.0,75.0,15.0,623152.06,181.0,72.0
224,0,71.0,54.0,9.0,623074.4,181.0,71.0
225,0,79.0,63.0,16.0,623067.9,181.0,79.0
226,0,60.0,46.0,23.0,623033.1,181.0,60.0
227,0,59.0,78.0,18.0,622995.8,181.0,59.0
228,0,58.0,78.0,15.0,622974.5,181.0,58.0
229,0,77.0,76.0,20.0,622974.4,181.0,77.0
230,0,79.0,56.0,23.0,622952.3,181.0,79.0
231,0,80.0,70.0,19.0,622950.6,181.0,80.0
232,0,73.0,57.0,13.0,622909.44,181.0,73.0
233,0,65.0,55.0,8.0,622883.0,181.0,65.0
234,0,69.0,79.0,22.0,622872.56,181.0,69.0
235,0,73.0,66.0,5.0,622858.9,181.0,73.0
236,0,54.0,76.0,12.0,622816.56,181.0,54.0
237,0,55.0,50.0,22.0,622803.44,181.0,55.0
238,0,74.0,71.0,9.0,622773.25,181.0,74.0
239,0,83.0,62.0,19.0,622768.06,181.0,83.0
240,0,77.0,55.0,36.0,622717.5,181.0,77.0
241,0,53.0,70.0,12.0,622669.8,181.0,53.0
242,0,46.0,64.0,24.0,622606.6,181.0,46.0
243,0,77.0,66.0,11.0,622602.06,181.0,77.0
244,0,49.0,67.0,27.0,622538.94,181.0,49.0
245,0,72.0,80.0,15.0,622535.5,181.0,72.0
246,0,55.0,53.0,27.0,622527.56,181.0,55.0
247,0,63.0,77.0,14.0,622516.7,181.0,63.0
248,0,58.0,56.0,26.0,622505.4,181.0,58.0
249,0,53.0,54.0,11.0,622479.75,181.0,53.0
250,0,62.0,80.0,12.0,622472.9,181.0,62.0
251,0,64.0,48.0,21.0,622439.94,181.0,64.0
252,0,59.0,58.0,32.0,622420.1,181.0,59.0
253,0,58.0,70.0,6.0,622395.9,181.0,58.0
254,0,47.0,64.0,18.0,622375.1,181.0,47.0
255,0,55.0,69.0,20.0,622362.0,181.0,55.0
256,0,60.0,83.0,23.0,622305.9,181.0,60.0
257,0,73.0,74.0,27.0,622303.5,181.0,73.0
258,0,53.0,56.0,7.0,622291.75,181.0,53.0
259,0,52.0,78.0,15.0,622275.1,181.0,52.0
260,0,62.0,60.0,35.0,622205.3,181.0,62.0
261,0,63.0,80.0,29.0,622161.3,181.0,63.0
262,0,71.0,72.0,11.0,622151.44,181.0,71.0
263,0,84.0,64.0,16.0,622148.06,181.0,84.0
264,0,70.0,67.0,33.0,622137.7,181.0,70.0
265,0,59.0,77.0,27.0,622135.44,181.0,59.0
266,0,60.0,49.0,31.0,622122.25,181.0,60.0
267,0,53.0,62.0,34.0,622098.44,181.0,53.0
268,0,69.0,76.0,7.0,622075.6,181.0,69.0
269,0,58.0,72.0,12.0,622049.6,181.0,58.0
270,0,51.0,66.0,17.0,622046.4,181.0,51.0
271,0,53.0,74.0,16.0,622042.4,181.0,53.0
272,0,62.0,65.0,6.0,622014.5,181.0,62.0
273,0,66.0,73.0,6.0,621973.9,181.0,66.0
274,0,50.0,77.0,19.0,621935.94,181.0,50.0
275,0,72.0,51.0,11.0,621917.0,181.0,72.0
276,0,50.0,55.0,17.0,621875.75,181.0,50.0
277,0,70.0,53.0,35.0,621862.2,181.0,70.0
278,0,54.0,66.0,12.0,621817.75,181.0,54.0
279,0,50.0,72.0,28.0,621773.25,181.0,50.0
280,0,63.0,54.0,23.0,621773.06,181.0,63.0
281,0,47.0,72.0,21.0,621719.1,181.0,47.0
282,0,52.0,70.0,9.0,621715.3,181.0,52.0
283,0,66.0,67.0,35.0,621702.2,181.0,66.0
284,0,78.0,72.0,15.0,621699.5,181.0,78.0
285,0,75.0,51.0,27.0,621662.06,181.0,75.0
286,0,75.0,72.0,30.0,621547.06,181.0,75.0
287,0,47.0,67.0,22.0,621538.3,181.0,47.0
288,0,56.0,55.0,35.0,621513.56,181.0,56.0
289,0,63.0,75.0,9.0,621503.6,181.0,63.0
290,0,58.0,59.0,11.0,621493.56,181.0,58.0
291,0,79.0,57.0,20.0,621480.06,181.0,79.0
292,0,69.0,67.0,6.0,621475.5,181.0,69.0
293,0,50.0,69.0,33.0,621467.4,181.0,50.0
294,0,63.0,48.0,35.0,621465.06,181.0,63.0
295,0,56.0,55.0,32.0,621439.94,181.0,56.0
296,0,65.0,81.0,22.0,621436.2,181.0,65.0
297,0,66.0,63.0,11.0,621401.75,181.0,66.0
298,0,69.0,55.0,6.0,621388.8,181.0,69.0
299,0,79.0,74.0,22.0,621349.1,181.0,79.0
300,0,58.0,63.0,5.0,621343.94,181.0,58.0
301,0,75.0,59.0,7.0,621307.0,181.0,75.0
302,0,68.0,82.0,24.0,621303.94,181.0,68.0
303,0,75.0,67.0,8.0,621302.4,181.0,75.0
304,0,66.0,72.0,33.0,621293.6,181.0,66.0
305,0,81.0,67.0,13.0,621273.75,181.0,81.0
306,0,48.0,60.0,18.0,621259.94,181.0,48.0
307,0,82.0,60.0,22.0,621246.6,181.0,82.0
308,0,52.0,74.0,21.0,621207.4,181.0,52.0
309,0,61.0,65.0,37.0,621183.25,181.0,61.0
310,0,63.0,81.0,25.0,621174.7,181.0,63.0
311,0,59.0,48.0,18.0,621138.4,181.0,59.0
312,0,74.0,75.0,12.0,621124.4,181.0,74.0
313,0,57.0,64.0,35.0,621114.25,181.0,57.0
314,0,68.0,47.0,28.0,621098.44,181.0,68.0
315,0,75.0,53.0,13.0,621098.3,181.0,75.0
316,0,47.0,69.0,18.0,621086.5,181.0,47.0
317,0,82.0,65.0,23.0,621079.9,181.0,82.0
318,0,64.0,46.0,11.0,621051.0,181.0,64.0
319,0,66.0,50.0,7.0,621042.7,181.0,66.0
320,0,81.0,67.0,32.0,621021.3,181.0,81.0
321,0,57.0,74.0,29.0,621017.06,181.0,57.0
322,0,53.0,72.0,31.0,621016.06,181.0,53.0
323,0,62.0,82.0,20.0,620970.2,181.0,62.0
324,0,67.0,47.0,31.0,620959.94,181.0,67.0
325,0,72.0,52.0,32.0,620918.0,181.0,72.0
326,0,73.0,80.0,21.0,620879.75,181.0,73.0
327,0,50.0,65.0,10.0,620869.56,181.0,50.0
328,0,75.0,65.0,33.0,620848.7,181.0,75.0
329,0,54.0,59.0,9.0,620836.0,181.0,54.0
330,0,50.0,57.0,9.0,620779.25,181.0,50.0
331,0,57.0,50.0,10.0,620762.8,181.0,57.0
332,0,55.0,69.0,33.0,620740.8,181.0,55.0
333,0,74.0,51.0,20.0,620740.0,181.0,74.0
334,0,55.0,79.0,26.0,620734.7,181.0,55.0
335,0,71.0,56.0,37.0,620682.2,181.0,71.0
336,0,83.0,64.0,30.0,620642.5,181.0,83.0
337,0,46.0,62.0,21.0,620634.56,181.0,46.0
338,0,79.0,57.0,27.0,620613.44,181.0,79.0
339,0,60.0,72.0,4.0,620605.1,181.0,60.0
340,0,77.0,56.0,32.0,620590.56,181.0,77.0
341,0,55.0,47.0,17.0,620582.25,181.0,55.0
342,0,58.0,51.0,33.0,620580.9,181.0,58.0
343,0,52.0,66.0,29.0,620572.9,181.0,52.0
344,0,64.0,45.0,17.0,620541.8,181.0,64.0
345,0,67.0,75.0,10.0,620501.25,181.0,67.0
346,0,71.0,46.0,14.0,620487.44,181.0,71.0
347,0,70.0,78.0,11.0,620480.8,181.0,70.0
348,0,72.0,79.0,29.0,620464.5,181.0,72.0
349,0,80.0,69.0,23.0,620459.5,181.0,80.0
350,0,56.0,81.0,12.0,620458.8,181.0,56.0
351,0,71.0,66.0,36.0,620434.2,181.0,71.0
352,0,62.0,50.0,9.0,620414.8,181.0,62.0
353,0,63.0,53.0,35.0,620412.0,181.0,63.0
354,0,68.0,76.0,34.0,620407.25,181.0,68.0
355,0,64.0,45.0,24.0,620392.9,181.0,64.0
356,0,75.0,60.0,32.0,620352.75,181.0,75.0
357,0,46.0,58.0,15.0,620328.3,181.0,46.0
358,0,50.0,61.0,11.0,620311.7,181.0,50.0
359,0,79.0,63.0,32.0,620311.5,181.0,79.0
360,0,47.0,56.0,27.0,620306.25,181.0,47.0
361,0,74.0,82.0,25.0,620300.75,181.0,74.0
362,0,78.0,62.0,12.0,620291.2,181.0,78.0
363,0,57.0,74.0,6.0,620282.7,181.0,57.0
364,0,58.0,76.0,33.0,620273.2,181.0,58.0
365,0,53.0,58.0,32.0,620266.1,181.0,53.0
366,0,59.0,77.0,11.0,620227.6,181.0,59.0
367,0,51.0,52.0,15.0,620207.0,181.0,51.0
368,0,79.0,51.0,14.0,620193.94,181.0,79.0
369,0,69.0,82.0,13.0,620190.3,181.0,69.0
370,0,82.0,58.0,18.0,620189.94,181.0,82.0
371,0,65.0,58.0,6.0,620164.75,181.0,65.0
372,0,60.0,82.0,9.0,620155.06,181.0,60.0
373,0,47.0,54.0,21.0,620137.9,181.0,47.0
374,0,63.0,81.0,16.0,620107.94,181.0,63.0
375,0,59.0,51.0,28.0,620081.44,181.0,59.0
376,0,47.0,68.0,14.0,620080.3,181.0,47.0
377,0,66.0,79.0,10.0,620058.94,181.0,66.0
378,0,53.0,52.0,20.0,620046.56,181.0,53.0
379,0,63.0,51.0,13.0,620023.56,181.0,63.0
380,0,81.0,70.0,27.0,619982.44,181.0,81.0
381,0,45.0,60.0,25.0,619947.75,181.0,45.0
382,0,57.0,54.0,8.0,619932.94,181.0,57.0
383,0,80.0,49.0,21.0,619904.06,181.0,80.0
384,0,74.0,60.0,35.0,619900.0,181.0,74.0
385,0,80.0,55.0,30.0,619897.8,181.0,80.0
386,0,70.0,83.0,20.0,619852.5,181.0,70.0
387,0,47.0,52.0,24.0,619849.75,181.0,47.0
388,0,61.0,46.0,27.0,619843.94,181.0,61.0
389,0,73.0,77.0,9.0,619837.25,181.0,73.0
390,0,82.0,62.0,14.0,619825.2,181.0,82.0
391,0,55.0,77.0,19.0,619803.5,181.0,55.0
392,0,52.0,66.0,5.0,619787.4,181.0,52.0
393,0,53.0,53.0,30.0,619758.1,181.0,53.0
394,0,80.0,76.0,14.0,619756.4,181.0,80.0
395,0,64.0,77.0,23.0,619753.75,181.0,64.0
396,0,72.0,58.0,9.0,619749.1,181.0,72.0
397,0,78.0,70.0,12.0,619729.44,181.0,78.0
398,0,80.0,66.0,8.0,619724.06,181.0,80.0
399,0,83.0,55.0,21.0,619708.25,181.0,83.0
400,0,68.0,82.0,17.0,619677.8,181.0,68.0
401,0,78.0,53.0,19.0,619677.2,181.0,78.0
402,0,75.0,74.0,7.0,619671.56,181.0,75.0
403,0,54.0,80.0,21.0,619644.06,181.0,54.0
404,0,60.0,82.0,14.0,619613.5,181.0,60.0
405,0,54.0,50.0,25.0,619604.8,181.0,54.0
406,0,60.0,47.0,12.0,619595.94,181.0,60.0
407,0,76.0,49.0,18.0,619589.9,181.0,76.0
408,0,79.0,63.0,21.0,619570.4,181.0,79.0
409,0,76.0,48.0,22.0,619548.9,181.0,76.0
410,0,60.0,77.0,30.0,619508.25,181.0,60.0
411,0,49.0,50.0,18.0,619502.9,181.0,49.0
412,0,55.0,68.0,36.0,619457.2,181.0,55.0
413,0,79.0,74.0,26.0,619446.44,181.0,79.0
414,0,73.0,77.0,34.0,619427.1,181.0,73.0
415,0,73.0,48.0,29.0,619419.5,181.0,73.0
416,0,79.0,66.0,19.0,619418.5,181.0,79.0
417,0,76.0,77.0,24.0,619404.7,181.0,76.0
418,0,75.0,52.0,9.0,619351.44,181.0,75.0
419,0,51.0,52.0,23.0,619306.8,181.0,51.0
420,0,63.0,74.0,36.0,619302.75,181.0,63.0
421,0,78.0,71.0,8.0,619293.06,181.0,78.0
422,0,59.0,52.0,13.0,619284.3,181.0,59.0
423,0,52.0,64.0,37.0,619251.4,181.0,52.0
424,0,50.0,76.0,8.0,619249.1,181.0,50.0
425,0,79.0,60.0,7.0,619248.8,181.0,79.0
426,0,54.0,68.0,7.0,619237.1,181.0,54.0
427,0,47.0,66.0,30.0,619208.6,181.0,47.0
428,0,68.0,48.0,10.0,619202.75,181.0,68.0
429,0,82.0,68.0,17.0,619200.9,181.0,82.0
430,0,72.0,56.0,30.0,619193.75,181.0,72.0
431,0,74.0,49.0,13.0,619089.1,181.0,74.0
432,0,52.0,76.0,28.0,619084.9,181.0,52.0
433,0,48.0,56.0,24.0,619058.8,181.0,48.0
434,0,59.0,49.0,7.0,619023.25,181.0,59.0
435,0,54.0,60.0,6.0,619018.1,181.0,54.0
436,0,56.0,48.0,27.0,619010.7,181.0,56.0
437,0,73.0,70.0,36.0,618999.94,181.0,73.0
438,0,57.0,61.0,37.0,618981.0,181.0,57.0
439,0,49.0,61.0,14.0,618973.56,181.0,49.0
440,0,57.0,80.0,23.0,618972.7,181.0,57.0
441,0,47.0,57.0,30.0,618956.1,181.0,47.0
442,0,67.0,50.0,26.0,618923.56,181.0,67.0
443,0,56.0,78.0,30.0,618919.56,181.0,56.0
444,0,79.0,54.0,16.0,618905.4,181.0,79.0
445,0,59.0,53.0,5.0,618879.75,181.0,59.0
446,0,50.0,52.0,26.0,618851.5,181.0,50.0
447,0,84.0,67.0,20.0,618847.7,181.0,84.0
448,0,83.0,61.0,28.0,618826.9,181.0,83.0
449,0,81.0,56.0,13.0,618823.4,181.0,81.0
450,0,74.0,48.0,25.0,618790.1,181.0,74.0
451,0,58.0,44.0,18.0,618767.25,181.0,58.0
452,0,73.0,82.0,18.0,618744.5,181.0,73.0
453,0,81.0,60.0,10.0,618735.1,181.0,81.0
454,0,71.0,75.0,32.0,618727.6,181.0,71.0
455,0,47.0,60.0,7.0,618726.7,181.0,47.0
456,0,72.0,45.0,18.0,618725.56,181.0,72.0
457,0,58.0,82.0,26.0,618720.4,181.0,58.0
458,0,57.0,82.0,18.0,618716.44,181.0,57.0
459,0,77.0,67.0,36.0,618713.56,181.0,77.0
460,0,68.0,44.0,21.0,618710.94,181.0,68.0
461,0,56.0,43.0,23.0,618708.94,181.0,56.0
462,0,75.0,70.0,33.0,618675.8,181.0,75.0
463,0,76.0,78.0,16.0,618662.5,181.0,76.0
464,0,59.0,56.0,37.0,618655.2,181.0,59.0
465,0,79.0,55.0,8.0,618638.1,181.0,79.0
466,0,64.0,81.0,7.0,618627.5,181.0,64.0
467,0,69.0,44.0,26.0,618601.94,181.0,69.0
468,0,82.0,66.0,27.0,618597.75,181.0,82.0
469,0,49.0,76.0,25.0,618586.75,181.0,49.0
470,0,71.0,71.0,6.0,618557.75,181.0,71.0
471,0,51.0,48.0,16.0,618546.44,181.0,51.0
472,0,49.0,77.0,11.0,618483.4,181.0,49.0
473,0,70.0,46.0,33.0,618453.6,181.0,70.0
474,0,47.0,65.0,12.0,618449.94,181.0,47.0
475,0,67.0,44.0,15.0,618445.44,181.0,67.0
476,0,46.0,75.0,16.0,618442.9,181.0,46.0
477,0,54.0,74.0,9.0,618440.1,181.0,54.0
478,0,52.0,62.0,4.0,618420.06,181.0,52.0
479,0,53.0,81.0,18.0,618412.3,181.0,53.0
480,0,52.0,47.0,20.0,618388.7,181.0,52.0
481,0,57.0,46.0,14.0,618381.25,181.0,57.0
