0.0	0.0
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0022575168
5.0	0.009850983
6.0	0.006251585
7.0	0.010836081
8.0	0.0075693214
9.0	0.010337051
10.0	0.009675072
11.0	0.0076559265
12.0	0.0092106685
13.0	0.007525056
14.0	0.009574984
15.0	0.011141937
16.0	0.008414381
17.0	0.00793356
18.0	0.008053844
19.0	0.009724688
20.0	0.008259208
21.0	0.008190061
22.0	0.0082775615
23.0	0.0077812285
24.0	0.00856935
25.0	0.010889199
26.0	0.009072662
27.0	0.008619609
28.0	0.008079533
29.0	0.008264807
30.0	0.008771008
31.0	0.008170061
32.0	0.008543832
33.0	0.007682296
34.0	0.008637455
35.0	0.0075356546
36.0	0.008071396
37.0	0.009933074
38.0	0.0094991615
39.0	0.00848712
40.0	0.008110338
41.0	0.007996505
42.0	0.008923831
43.0	0.009030067
44.0	0.00989249
45.0	0.007814481
46.0	0.008229013
47.0	0.00883996
48.0	0.008308593
49.0	0.007388237
50.0	0.008784199
51.0	0.008087609
52.0	0.007869058
53.0	0.008228332
54.0	0.00782882
55.0	0.007565732
56.0	0.009469584
57.0	0.0075381435
58.0	0.0074092858
59.0	0.006601814
60.0	0.001959002
61.0	2.7530693E-4
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
101.0	0.0
102.0	0.0
